"id_serial";"id_typ";"strava";"doprava";"ubytovani";"ubytovani_kategorie";"zeme";"destinace";"AVG(prumerna_cena)";"AVG(prumerna_cena_noc)";"AVG(delka)"
"5132";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"8194.0000";"2048.0000";"5.0000"
"5150";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"5138.3333";"1712.6667";"4.0000"
"5152";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"6233.0000";"1557.6667";"5.0000"
"5158";"3";"3";"1";"0";"3.00";"Vánoce a Silvestr";"Česká republika";"5620.0000";"1124.0000";"6.0000"
"5159";"3";"3";"1";"0";"3.00";"Vánoce a Silvestr";"Česká republika";"3730.0000";"932.0000";"5.0000"
"5161";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Česká republika";"5625.0000";"1405.7500";"5.0000"
"5166";"3";"3";"1";"7";"4.00";"Vánoce a Silvestr";"Slovensko";"9213.0000";"2302.6000";"5.0000"
"5181";"7";"3";"1";"6";"3.00";"Vánoce a Silvestr na horách";"Slovensko";"15406.5000";"3081.2500";"6.0000"
"5198";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"6350.0000";"2116.0000";"4.0000"
"5200";"7";"3";"1";"6";"3.00";"Vánoce a Silvestr na horách";"Slovensko";"15941.0000";"3188.1429";"6.0000"
"5206";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Slovensko";"4560.3333";"1519.6667";"4.0000"
"5207";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Slovensko";"5750.7500";"1437.5000";"5.0000"
"5214";"3";"4";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"7715.0000";"1543.0000";"6.0000"
"5239";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"6726.6667";"1345.3333";"6.0000"
"5402";"4";"1";"3";"7";"0.00";"Hokej";"NHL";"35884.4444";"9456.7778";"4.8148"
"4808";"3";"3";"1";"0";"3.00";"Česká republika";"Karlovy Vary";"10180.0000";"848.0000";"13.0000"
"5137";"3";"3";"1";"0";"3.00";"Vánoce a Silvestr";"Slovensko";"3552.0000";"888.0000";"5.0000"
"5138";"3";"3";"1";"0";"3.00";"Vánoce a Silvestr";"Slovensko";"2728.0000";"909.0000";"4.0000"
"5139";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Slovensko";"3472.5000";"1157.0000";"4.0000"
"5140";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Slovensko";"4440.0000";"1110.0000";"5.0000"
"5298";"4";"1";"3";"6";"2.00";"Hokej";"NHL";"40081.2500";"10238.5625";"4.9375"
"4893";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"978.0000";"489.0000";"3.0000"
"5025";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"18560.0000";"3093.0000";"7.0000"
"5129";"3";"2";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"2651.0000";"662.0000";"5.0000"
"5131";"3";"2";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"3821.0000";"955.0000";"5.0000"
"5165";"3";"3";"1";"7";"4.00";"Vánoce a Silvestr";"Slovensko";"7000.5000";"1679.1667";"5.1667"
"5172";"7";"3";"1";"7";"0.00";"Vánoce a Silvestr na horách";"Slovensko";"5123.2500";"1280.5000";"5.0000"
"5173";"7";"3";"1";"6";"3.00";"Vánoce a Silvestr na horách";"Slovensko";"7661.2500";"1915.0000";"5.0000"
"5180";"7";"3";"1";"6";"3.00";"Vánoce a Silvestr na horách";"Slovensko";"7710.0000";"1927.3333";"5.0000"
"5199";"7";"3";"1";"6";"3.00";"Vánoce a Silvestr na horách";"Slovensko";"7624.5714";"3637.8571";"3.8571"
"4882";"7";"1";"1";"7";"0.00";"Rakousko";;"1595.0000";"1595.0000";"2.0000"
"5090";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"4875.0000";"975.0000";"6.0000"
"5160";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Česká republika";"2825.0000";"706.0000";"5.0000"
"5184";"7";"1";"1";"6";"2.00";"Vánoce a Silvestr na horách";"Slovensko";"7148.0000";"1430.0000";"6.0000"
"5203";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Česká republika";"3850.0000";"1283.0000";"4.0000"
"4891";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"1220.0000";"610.0000";"3.0000"
"5067";"7";"1";"1";"7";"0.00";"Slovensko";"Vysoké Tatry";"5962.0000";"739.3333";"7.6667"
"5193";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Slovensko";"3250.0000";"1625.0000";"3.0000"
"5204";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Česká republika";"4550.0000";"1137.0000";"5.0000"
"5334";"1";"3";"1";"7";"3.00";"Vánoce a Silvestr na horách";"Česká republika";"4090.0000";"2045.0000";"3.0000"
"4733";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"6149.8333";"1103.0000";"6.5000"
"3078";"5";"2";"1";"7";"0.00";"Rakousko";;"4740.0000";"1140.0000";"5.0000"
"5167";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"29491.0000";"26826.3279";"4.1148"
"4810";"7";"2";"1";"6";"3.00";"Slovensko";"Nízké Tatry";"8774.0323";"1774.5161";"5.9677"
"5202";"7";"2";"1";"6";"1.00";"Vánoce a Silvestr na horách";"Slovensko";"595.2000";"595.2000";"2.0000"
"4713";"3";"3";"1";"0";"3.00";"Česká republika";"Jáchymov";"9735.0000";"1623.0000";"7.0000"
"4714";"3";"3";"1";"7";"0.00";"Česká republika:Česká republika, víkendové pobyty";"Jáchymov";"10320.0000";"1720.0000";"7.0000"
"4921";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"7474.4444";"1067.5556";"8.0000"
"5006";"3";"3";"1";"0";"4.00";"Česká republika";"Františkovy Lázně";"6245.0000";"2081.0000";"4.0000"
"5007";"3";"3";"1";"0";"4.00";"Česká republika";"Františkovy Lázně";"4787.5000";"2394.0000";"3.0000"
"5210";"3";"3";"1";"6";"2.00";"Slovensko";"Bardějovské kúpele";"3558.6429";"1057.5000";"5.4286"
"5211";"3";"3";"1";"6";"2.00";"Slovensko";"Bardějovské kúpele";"3382.5714";"669.7143";"7.5714"
"4537";"7";"3";"1";"6";"1.00";"Česká republika";"Krušné hory";"410.0000";"410.0000";"2.0000"
"4621";"3";"3";"1";"0";"4.00";"Česká republika";"Poděbrady";"5779.6338";"1094.6901";"6.8310"
"4638";"3";"2";"1";"6";"2.00";"Česká republika";"Třeboň";"1878.3333";"939.3333";"3.0000"
"4639";"3";"2";"1";"6";"2.00";"Česká republika";"Třeboň";"2310.0000";"1441.2500";"2.5000"
"4642";"3";"2";"1";"6";"2.00";"Česká republika";"Třeboň";"3037.0000";"1012.0000";"4.0000"
"4652";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"7350.0000";"1837.0000";"5.0000"
"4654";"3";"4";"1";"0";"3.00";"Česká republika";"Františkovy Lázně";"8230.0000";"1175.2000";"8.0000"
"4715";"3";"2";"1";"6";"3.00";"Slovensko";"Dunajská Streda";"4565.0000";"1521.2500";"4.0000"
"4716";"3";"4";"1";"6";"3.00";"Slovensko";"Dunajská Streda";"3072.5000";"1536.2500";"3.0000"
"4725";"3";"1";"1";"7";"0.00";"Slovensko";"Dunajská Streda";"3750.0000";"1250.0000";"4.0000"
"4726";"3";"1";"1";"7";"0.00";"Slovensko";"Dunajská Streda";"16250.0000";"3250.0000";"6.0000"
"4727";"3";"1";"1";"7";"0.00";"Slovensko";"Dunajská Streda";"29100.0000";"4850.0000";"7.0000"
"4749";"3";"1";"1";"0";"0.00";"Slovensko";"Podhájska";"313.3333";"313.3333";"2.0000"
"4750";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"1450.0000";"725.0000";"3.0000"
"4751";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"1620.0000";"540.0000";"4.0000"
"4752";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"3120.0000";"520.0000";"7.0000"
"4753";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"3520.0000";"704.0000";"6.0000"
"4754";"3";"2";"1";"0";"3.00";"Česká republika";"Třeboň";"880.0000";"733.3333";"2.3333"
"4755";"3";"2";"1";"0";"3.00";"Česká republika";"Třeboň";"440.0000";"440.0000";"2.0000"
"4764";"1";"3";"1";"6";"2.00";"Česká republika";"Beskydy";"5700.6000";"814.0000";"8.0000"
"4790";"1";"2";"1";"7";"0.00";"Česká republika";"Český Krumlov";"877.0000";"438.0000";"3.0000"
"4791";"1";"2";"1";"7";"0.00";"Česká republika";"Český Krumlov";"1090.0000";"363.0000";"4.0000"
"4792";"1";"2";"1";"7";"0.00";"Česká republika";"Český Krumlov";"1523.0000";"254.0000";"7.0000"
"4793";"1";"2";"1";"7";"0.00";"Česká republika";"Český Krumlov";"1043.0000";"522.0000";"3.0000"
"4824";"3";"3";"1";"6";"2.00";"Česká republika";"Františkovy Lázně";"3673.0000";"459.0000";"9.0000"
"4864";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"2225.0000";"1112.5000";"3.0000"
"4866";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"3510.0000";"1169.8000";"4.0000"
"4917";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"5615.5556";"1123.1111";"6.0000"
"4918";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"4611.1111";"1152.3333";"5.0000"
"4919";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"6725.0000";"1120.6667";"7.0000"
"4920";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"6254.6000";"893.2000";"8.0000"
"4990";"3";"3";"1";"6";"2.00";"Česká republika";"Františkovy Lázně";"1840.0000";"460.0000";"5.0000"
"4991";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"6581.0000";"1096.4000";"7.0000"
"5019";"3";"2";"1";"7";"0.00";"Slovensko";"Velký Meder";"551.0000";"551.0000";"2.0000"
"5020";"3";"1";"1";"7";"0.00";"Slovensko";"Velký Meder";"468.0000";"468.0000";"2.0000"
"5028";"3";"2";"1";"7";"0.00";"Slovensko";"Velký Meder";"4857.0000";"693.5000";"8.0000"
"5059";"3";"2";"1";"0";"3.00";"Slovensko";"Termalpark Nitrava";"547.0000";"547.0000";"1.8333"
"5061";"3";"2";"1";"6";"3.00";"Slovensko";"Dunajská Streda";"907.0000";"907.0000";"2.0000"
"5084";"3";"2";"1";"6";"3.00";"Slovensko";"Piešťany";"3220.9000";"1073.5000";"4.0000"
"5085";"3";"3";"1";"7";"0.00";"Slovensko";"Piešťany";"3097.0000";"1032.0000";"4.0000"
"5359";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"4727.5000";"1181.6667";"5.0000"
"4531";"7";"3";"1";"6";"2.00";"Česká republika";"Krkonoše";"1969.0000";"491.6667";"5.0000"
"4860";"3";"3";"1";"7";"0.00";"Slovensko";"Patince";"3950.0000";"1316.0000";"4.0000"
"5027";"3";"3";"1";"7";"0.00";"Česká republika";"Janské lázně";"4414.5000";"735.5000";"7.0000"
"5289";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"2343.0000";"137.0000";"18.0000"
"5391";"4";"1";"3";"7";"0.00";"Hokej";"NHL";"41891.8519";"10911.2963";"4.8889"
"5083";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"1490.0000";"589.7500";"5.5000"
"4994";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"9775.7143";"2281.3333";"5.7619"
"5035";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"4850.0000";"1212.0000";"5.0000"
"5141";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"1320.0000";"660.0000";"3.0000"
"5145";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"2818.6667";"846.8333";"4.5000"
"5146";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"2415.0000";"603.3333";"5.0000"
"5147";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"2853.3333";"570.6667";"6.0000"
"5148";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"3328.3333";"554.6667";"7.0000"
"5149";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"3803.3333";"543.3333";"8.0000"
"5369";"4";"1";"3";"7";"0.00";"Hokej";"NHL";"37797.4444";"9924.7407";"4.8148"
"4957";"7";"2";"1";"7";"4.00";"Slovensko";"Nízké Tatry";"7167.5000";"1302.5000";"7.0000"
"4959";"7";"2";"1";"7";"4.00";"Slovensko";"Nízké Tatry";"4762.0000";"680.0000";"8.0000"
"5066";"4";"1";"3";"6";"2.00";"Hokej:USA";"NHL s průvodcem";"46323.3333";"7720.3333";"7.0000"
"5258";"4";"2";"3";"6";"2.00";"Fotbal";"Liga mistrů";"12160.3333";"12160.3333";"2.0000"
"5073";"4";"2";"3";"6";"2.00";"Hokej:USA";"NHL:NHL s průvodcem";"42990.0000";"10747.0000";"5.0000"
"5351";"8";"2";"3";"6";"2.00";"Spojené Arabské Emiráty";;"22150.0000";"3163.6000";"8.0000"
"5118";"1";"2";"1";"7";"0.00";"Slovensko";"Liptovský Mikuláš";"499.0000";"499.0000";"2.0000"
"5153";"3";"2";"1";"7";"0.00";"Slovensko";"Liptovský Mikuláš";"2835.7368";"1012.4211";"3.7368"
"4838";"3";"4";"1";"7";"0.00";"Česká republika";"Karlova Studánka";"16320.0000";"1255.0000";"14.0000"
"4839";"3";"4";"1";"7";"0.00";"Česká republika";"Karlova Studánka";"12450.0000";"1383.0000";"10.0000"
"5122";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"5245.0000";"1311.0000";"5.0000"
"4982";"4";"2";"3";"6";"3.00";"Formule 1:Spojené Arabské Emiráty";"Spojené Arabské Emiráty";"36777.5000";"6590.7500";"6.5000"
"5030";"4";"2";"3";"6";"2.00";"Formule 1:Spojené Arabské Emiráty";"Spojené Arabské Emiráty";"34660.0000";"8214.7500";"5.5000"
"1428";"4";"2";"3";"6";"3.00";"Formule 1";"Spojené Arabské Emiráty";"0.0000";"0.0000";"1.0000"
"5037";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"3290.0000";"1645.0000";"3.0000"
"5036";"6";"1";"2";"7";"0.00";"Německo";;"883.0000";"883.0000";"1.0000"
"4822";"2";"2";"3";"6";"2.00";"Nepál";;"48955.5172";"4425.2414";"12.0690"
"4938";"2";"2";"3";"6";"2.00";"Nepál";;"35666.0563";"3350.7042";"11.6479"
"4847";"4";"2";"3";"6";"2.00";"Anglie:Tenis";"ATP Masters Londýn";"22990.0000";"11495.0000";"3.0000"
"4898";"2";"2";"2";"7";"3.00";"Německo";;"4590.0000";"2295.0000";"3.0000"
"4992";"4";"2";"3";"6";"2.00";"Formule 1";"Brazílie";"32990.0000";"3665.0000";"10.0000"
"5287";"4";"1";"3";"7";"0.00";"Hokej";"NHL";"35510.7317";"9715.2195";"4.7073"
"4900";"6";"1";"2";"7";"0.00";"Německo";;"750.0000";"750.0000";"1.0000"
"4995";"4";"2";"3";"6";"2.00";"Formule 1";"Brazílie";"30990.0000";"4427.0000";"8.0000"
"4601";"3";"3";"1";"7";"0.00";"Česká republika";;"21733.3077";"1671.4615";"14.0000"
"4605";"3";"3";"1";"0";"3.00";"Česká republika";;"17779.0000";"1366.8571";"14.0000"
"4606";"3";"3";"1";"6";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Jáchymov";"24712.5000";"2049.7000";"13.4000"
"4979";"4";"2";"3";"6";"3.00";"Brazílie:Formule 1";"Brazílie";"35834.3333";"7167.0000";"6.0000"
"5286";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"4855.9020";"4855.9020";"1.0000"
"4845";"4";"1";"3";"6";"2.00";"Anglie:Tenis";"ATP Masters Londýn";"15717.2727";"15717.2727";"2.0000"
"5065";"4";"2";"3";"6";"2.00";"Tenis";"Fed Cup";"14990.0000";"4996.0000";"4.0000"
"5134";"4";"2";"1";"6";"2.00";"Tenis";"Fed Cup";"3131.0000";"1043.0000";"4.0000"
"5295";"2";"1";"3";"7";"0.00";"Eurovíkendy:Švédsko";;"20107.5000";"6776.2500";"4.2500"
"4777";"4";"1";"1";"7";"0.00";"Moto GP";"Valencie";"1.0000";"1.0000";"1.0000"
"4960";"4";"1";"1";"7";"0.00";"Švýcarsko:Tenis";"Fed Cup";"1.0000";"1.0000";"2.0000"
"4977";"4";"1";"1";"7";"0.00";"Formule 1";"Brazílie";"17663.5000";"10540.6667";"2.8333"
"5133";"4";"1";"1";"7";"0.00";"Tenis";"Fed Cup";"2041.6667";"2041.6667";"2.0000"
"5294";"2";"1";"3";"7";"0.00";"Eurovíkendy:Švédsko";;"7511.4059";"3677.2259";"3.0460"
"5265";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"4194.0789";"4194.0789";"1.0000"
"5126";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"2313.2500";"462.7000";"6.0000"
"5154";"6";"1";"2";"7";"0.00";"Česká republika";;"790.0000";"790.0000";"1.0000"
"4973";"4";"2";"3";"6";"2.00";"Indonésie:Tenis";"WTA Singapur";"9990.0000";"3330.0000";"4.0000"
"4892";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"1033.0000";"516.0000";"3.0000"
"4923";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"1396.0000";"1396.0000";"2.0000"
"4924";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"1110.0000";"1110.0000";"2.0000"
"4925";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"4186.7000";"918.0600";"6.6800"
"4926";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"4170.0000";"1042.0000";"5.0000"
"4927";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"6932.2500";"989.8750";"8.0000"
"4928";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"13406.9077";"2337.1231";"8.3538"
"5000";"3";"2";"1";"7";"0.00";"Maďarsko";"Hevíz";"650.0000";"650.0000";"2.0000"
"5194";"3";"3";"1";"7";"0.00";"Slovensko";"Piešťany";"4375.0000";"875.0000";"6.0000"
"5208";"3";"3";"1";"6";"2.00";"Slovensko";"Bardějovské kúpele";"6130.0000";"1021.5000";"7.0000"
"5212";"3";"3";"1";"6";"2.00";"Slovensko";"Bardějovské kúpele";"9500.7333";"2028.8667";"7.0667"
"5273";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"1849.6667";"616.3333";"4.0000"
"4670";"2";"2";"3";"6";"2.00";"Francie";;"16626.3636";"4156.0909";"5.0000"
"4894";"2";"2";"2";"6";"2.00";"Polsko";;"6490.0000";"2163.0000";"4.0000"
"5013";"3";"2";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Karlovy Vary";"1865.0000";"932.5000";"3.0000"
"5014";"3";"2";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Karlovy Vary";"1990.0000";"995.0000";"3.0000"
"5016";"3";"2";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Karlovy Vary";"2750.0000";"1375.0000";"3.0000"
"5017";"3";"2";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Karlovy Vary";"3550.0000";"887.0000";"5.0000"
"5018";"3";"2";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Karlovy Vary";"3750.0000";"1250.0000";"4.0000"
"5038";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"2750.0000";"1375.0000";"3.0000"
"5174";"3";"3";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Libverda";"4390.0000";"1463.0000";"4.0000"
"5196";"3";"3";"1";"7";"0.00";"Slovensko";"Piešťany";"1647.0000";"823.0000";"3.0000"
"5275";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"967.0000";"483.0000";"3.0000"
"5076";"4";"1";"3";"6";"1.00";"NHL";;"29490.0000";"12287.5000";"3.5000"
"5128";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"6821.4423";"6821.4423";"1.0000"
"5074";"4";"1";"1";"7";"0.00";"NHL";;"4281.2500";"4281.2500";"1.0000"
"4836";"4";"2";"3";"6";"2.00";"Formule 1:Indonésie";"Malajsie";"9990.0000";"2497.0000";"5.0000"
"4852";"2";"2";"3";"7";"0.00";"Island:Norsko";;"34990.0000";"5831.0000";"7.0000"
"1488";"4";"2";"3";"6";"2.00";"Formule 1";"Malajsie";"27990.0000";"4665.0000";"7.0000"
"4807";"2";"1";"3";"7";"3.00";"Irsko";;"14990.0000";"4996.0000";"4.0000"
"4868";"3";"3";"1";"0";"3.00";"Slovensko";"Trenčianské Teplice";"9040.0000";"1291.0000";"8.0000"
"4206";"4";"1";"3";"6";"2.00";"Hokej:Kanada";;"0.0000";"0.0000";"15.0000"
"4681";"4";"1";"3";"6";"2.00";"Hokej";"Světový pohár";"36040.0000";"7208.0000";"6.0000"
"4909";"3";"4";"1";"7";"0.00";"Slovensko";"Skelné Teplice";"4890.0000";"3000.0000";"3.0000"
"4980";"3";"2";"1";"0";"3.00";"Česká republika";"Karlovy Vary";"6366.8889";"2043.0000";"4.1111"
"4981";"3";"3";"1";"0";"3.00";"Česká republika";"Karlovy Vary";"4771.9000";"982.2000";"5.9000"
"5008";"3";"3";"1";"0";"4.00";"Česká republika";"Františkovy Lázně";"13700.0000";"1957.0000";"8.0000"
"4641";"3";"2";"1";"6";"2.00";"Česká republika";"Třeboň";"2261.0000";"565.0000";"5.0000"
"4863";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"4070.0000";"814.0000";"6.0000"
"5157";"4";"2";"3";"6";"2.00";"Anglie:Fotbal";"Evropská liga";"15990.0000";"13741.2500";"2.2500"
"4680";"4";"1";"3";"6";"2.00";"Hokej";"Světový pohár";"31790.0000";"6358.0000";"6.0000"
"4571";"2";"2";"2";"6";"2.00";"Slovensko";;"7890.0000";"1972.0000";"5.0000"
"4608";"4";"2";"3";"6";"2.00";"Hokej";;"38556.6667";"5846.6667";"7.6667"
"4644";"4";"2";"3";"6";"2.00";"Hokej";;"46190.0000";"5773.0000";"9.0000"
"4816";"4";"2";"3";"6";"2.00";"Formule 1:Indonésie";"Singapur";"9990.0000";"2497.0000";"5.0000"
"4817";"4";"2";"3";"6";"2.00";"Formule 1:Malajsie";;"7990.0000";"2663.0000";"4.0000"
"4853";"4";"1";"1";"7";"0.00";"Hokej";"Světový pohár";"10087.5000";"3362.5000";"4.0000"
"4540";"4";"2";"3";"6";"2.00";"Hokej";;"36071.2500";"7214.2500";"6.0000"
"4964";"4";"1";"3";"6";"2.00";"Hokej";"Světový pohár";"35490.0000";"5914.5000";"7.0000"
"206";"1";"3";"1";"7";"0.00";"Česká republika";"Máchovo jezero";"286.0000";"286.0000";"2.0000"
"4840";"3";"3";"1";"7";"0.00";"Česká republika";"Mariánské Lázně";"8220.0000";"1174.0000";"8.0000"
"5188";"3";"1";"1";"7";"0.00";"Slovensko";"Štúrovo";"5790.0000";"2895.0000";"3.0000"
"4874";"4";"1";"1";"7";"0.00";"Hokej";"Světový pohár";"5050.6154";"5050.6154";"1.0000"
"5080";"7";"1";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"1723.0000";"574.0000";"4.0000"
"5081";"7";"1";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"2268.0000";"567.0000";"5.0000"
"5082";"7";"1";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"2838.0000";"568.0000";"6.0000"
"5062";"3";"3";"1";"7";"0.00";"Slovensko";"Sliač";"5950.0000";"1190.0000";"6.0000"
"5063";"3";"3";"1";"7";"0.00";"Slovensko";"Sliač";"2950.0000";"1475.0000";"3.0000"
"4869";"4";"1";"1";"7";"0.00";"Itálie:Moto GP";"Itálie:San Marino";"8340.0000";"2780.0000";"4.0000"
"5045";"4";"1";"1";"7";"0.00";"Tenis";"New York";"2995.0000";"214.0000";"15.0000"
"4623";"2";"2";"2";"6";"2.00";"Německo";;"3290.0000";"3290.0000";"2.0000"
"1429";"4";"1";"3";"6";"2.00";"Tenis";"New York";"0.0000";"0.0000";"14.0000"
"4779";"4";"1";"1";"7";"0.00";"Moto GP";"Itálie";"1.0000";"1.0000";"1.0000"
"4916";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"3235.0000";"1078.0000";"4.0000"
"4965";"7";"2";"1";"6";"3.00";"Slovensko";"Nízké Tatry";"3563.0000";"713.0000";"6.0000"
"5031";"4";"1";"1";"7";"0.00";"Hokej";;"5354.0000";"5354.0000";"1.0000"
"5079";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"1460.0000";"1460.0000";"2.0000"
"4773";"4";"1";"1";"7";"0.00";"Formule 1";"Itálie";"1.0000";"1.0000";"1.0000"
"4778";"4";"1";"1";"7";"0.00";"Moto GP";"Velká Británie";"1.0000";"1.0000";"1.0000"
"5021";"4";"1";"1";"6";"2.00";"Chorvatsko:Letectví";"Red Bull Air Race";"573.1667";"573.1667";"1.6667"
"5124";"1";"3";"1";"6";"2.00";"Španělsko";"Costa Brava";"4051.0000";"578.5000";"8.0000"
"4951";"4";"2";"3";"6";"2.00";"Tenis";"New York";"47762.2222";"15920.4444";"4.0000"
"4956";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"5546.0000";"924.6000";"7.0000"
"5024";"3";"2";"1";"0";"3.00";"Slovensko";"Dudince";"953.0000";"953.0000";"2.0000"
"4806";"1";"3";"1";"7";"0.00";"Slovensko";"Senec";"6227.0000";"566.0000";"12.0000"
"5012";"3";"2";"1";"0";"3.00";"Slovensko";"Bešeňová";"2210.0000";"552.0000";"5.0000"
"5022";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1227.0000";"613.0000";"3.0000"
"5023";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"683.5000";"683.5000";"2.0000"
"5032";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"4697.0000";"671.0000";"8.0000"
"5033";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"3904.0000";"746.2500";"6.2500"
"5034";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"2217.0000";"738.0000";"4.0000"
"4948";"3";"3";"1";"6";"3.00";"Slovensko";"Dunajská Streda";"7590.0000";"1084.0000";"8.0000"
"4534";"2";"2";"2";"6";"1.00";"Německo";;"4790.0000";"2395.0000";"3.0000"
"3471";"4";"1";"3";"7";"0.00";"Olympijské hry";;"1.0000";"0.0000";"17.0000"
"4287";"4";"1";"1";"7";"0.00";"Olympijské hry";;"74590.0000";"4661.0000";"17.0000"
"4696";"4";"1";"1";"7";"0.00";"Moto GP";;"1.0000";"1.0000";"1.0000"
"5054";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"5090.0000";"966.6667";"6.5556"
"5055";"3";"3";"1";"0";"3.00";"Česká republika";"Teplice nad Bečvou";"4935.0000";"1965.0000";"5.0000"
"5056";"3";"3";"1";"0";"3.00";"Česká republika";"Teplice nad Bečvou";"7120.0000";"1101.5000";"7.5000"
"5057";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"6457.5000";"1076.0000";"7.0000"
"5042";"4";"1";"1";"7";"0.00";"Moto GP";;"7700.7273";"5903.2727";"1.9091"
